doc_id,text,class,h1,h2,h3,h4,h5
doc3,"(42) [p] Here you find a description of how we will protect your Personal Data and where you can find information on the storage periods of Personal Data.
 (43) [p] We store your Personal Data only for the minimum period required. For documents you have uploaded to our Products, the storage period is 1 year.
 (44) [ol] Envoice shall store the Personal Data strictly only for the minimum period required. For Personal Data related to the items you have submitted into the systems of Envoice, the Client as the controller shall determine the exact dates for Processing. If the Client deletes the Client Account, Envoice shall store the documents, which shall include Personal Data, for an additional 1-year period to fulfil the obligations deriving from the applicable law, especially bookkeeping and accounting rules.|The Personal Data with an expired storage period shall be destructed.|Clients are responsible for keeping their password secret and should be careful to log out of their Client Accounts after they have finished any given session, especially if they are using a public computer.|If a Client has any reason to believe that their interaction with us is no longer secure (for example, if they feel that the security of their Client Account might have been compromised), they should notify us of this problem immediately by contacting us via |support@envoice.eu|.|In case of an incident related to Personal Data, Envoice shall take all necessary measures to mitigate the consequences and hedge any relevant risks in the future. Inter alia, Envoice shall register all the incidents and shall inform the Data Protection Inspectorate and the Data Subject directly (e.g. by email) or in public (e.g. via the news) in prescribed cases.",SECURITY,,7. SECURITY OF PERSONAL DATA PROCESSING,,,
doc3,"(45) [p] The Services of Envoice are not targeting children.
 (46) [ol] The Services of Envoice, including the information society services, are not targeting children i.e. a person under the age of 18.|Envoice does not knowingly collect any information on children, and in case of any respective informed activity, we shall act on the basis of the request of a parent or guardian.",CHILDREN,,8. PROCESSING OF PERSONAL DATA OF CHILDREN,,,
doc3,"(47) [p] Your Personal Data belongs to you, and here you can find information on the rights you have in order to protect your Personal Data.
 (48) [p] You have various rights and you may perform them at any time.",PERSONAL_DATA_RIGHTS,,9. RIGHTS OF DATA SUBJECTS,,,
doc3," (49) [ol] Rights related to consent:|A Data Subject will always be entitled to inform Envoice about his or her wish to withdraw consent for the Personal Data Processing.|You will be able to change and withdraw your consents given to Envoice by contacting Envoice. The contact details are set out in section 14 of this Privacy Policy.|A Data Subject has also the following rights upon Personal Data Processing:|Right to receive information i.e. the right of a Data Subject to receive information regarding the Personal Data collected about him or her.|Right of access to data which, inter alia, includes the right of a Data Subject to a copy of the Processed Personal Data.|Right to rectification of inaccurate Personal Data. A Data Subject will be able to request the correction of inaccurate data or correct it via its Client Account, but Envoice may retain a copy of the unrevised information.|Right to erasure of data i.e. in certain cases a Data Subject will be entitled to demand the deletion of Personal Data, for example, if the Processing is carried out only on the basis of consent; Client may also request that their Client Account be deleted or deactivated by sending an email to |support@envoice.eu|.|Right to demand a restriction of Personal Data Processing. This right is created, inter alia, in case the Personal Data Processing is not permitted under law or if the Data Subject challenges the accuracy of the Personal Data. A Data Subject will be entitled to demand the restriction of the Personal Data Processing for a period enabling the processor to check the accuracy of the Personal Data or if the Personal Data Processing is unlawful, but the Data Subject does not request the deletion of the Personal Data.|Right to data portability i.e. a Data Subject shall have, in certain cases, the right to receive the Personal Data in a machine-readable format and to take these data along or transfer them to another controller.|Rights related to automated Processing mean, inter alia, that a Data Subject will have the right to object, on grounds relating to his or her particular situation, at any time to Processing of Personal Data concerning him or her, based on automated decision-making;|Right to the assessment of a supervisory authority on whether the Processing of the Personal Data of the Data Subject is lawful;|Compensation for damage when there has been a violation of Data Subject’s rights for which Envoice is liable.",PERSONAL_DATA_RIGHTS,,9. RIGHTS OF DATA SUBJECTS,,,
doc3,"(50) [p] Here you find information on how to receive explanations or how and to where a complaint can be filed.
(51) [ol] Exercising of rights.| A Data Subject will be entitled to address Envoice or the Data Protection Officer of Envoice using the contact details set out in section 14 in case of any question, request or complaint related to Personal Data Processing.|Filing of complaints.| A Data Subject will be entitled to address a complaint to Envoice (support@envoice.eu), to the Data Protection Officer of Envoice (dpo@envoice.eu), to the Data Protection Authority or to a court (e.g. the contact details of Data Protection Authority are available at https://aki.ee).",PERSONAL_DATA_RIGHTS,,10. EXERCISING OF RIGHTS AND FILING OF COMPLAINTS,,,
doc3,"(52) [p] Here you find information on the types of Cookies or other technologies we use and how you can control the use of such technologies.
(53) [ol] Envoice may collect data regarding the Visitors of the Websites and other information society services by using Cookies for this purpose (i.e. small pieces of information stored by the Visitor’s browser on the hard disk of the computer or any other device of the Visitor) or other similar technologies (e.g. IP address, equipment information, location information) and process these data.|Envoice uses the collected data to enable the provision of the Service in accordance with the habits of a Visitor or Client (and its users); to ensure the best Service quality; to inform the Visitor and Client about the contents and give recommendations; to update advertisements and make marketing efforts more efficient; and to facilitate logging in and protection of data. The collected data shall also be used for counting the Visitors and recording their using habits.|Envoice uses Session Cookies, Persistent Cookies and Advertising Cookies. A session Cookie is deleted automatically after every visit; persistent Cookies shall remain upon repeated use of the Website, and advertising Cookies and third-party Cookies are used by the Websites of the partners of Envoice which are connected with the Website of Envoice. Envoice does not control the generation of those Cookies, therefore information on these Cookies can be obtained from third persons. Further information on Cookies is available in the explanatory materials (see section 13: Important Documents, Guidelines and Procedures).|As to the Cookies, Visitors agree with the use of Cookies on the Website, in information society service devices or the web browser.|Most of the web browsers allow Cookies. Without fully allowing Cookies, the functions of the Website are not available to a Visitor. The allowing or prohibiting Cookies and other similar technologies shall be under the control of a Visitor via the settings of the Visitor’s own web browser, settings of the information society service and platforms for making such privacy more efficient (see section 13: Important Documents, Guidelines and Procedures).",COOKIES_AND_TRACKING_TECHNOLOGY,,11. COOKIES AND OTHER WEB TECHNOLOGIES,,,
doc3,"(54) [p] We have different products. Here you can find adequate information on specific products, of which Personal Data Processing constitutes a significant part.
 (55) [ol] Collect & verify.| This is the first step of Envoice products, which entails the submitting of the documents or other items and forwarding to the Envoice system. In such a case, Envoice is Processing Personal Data as a processor, by obtaining access to the information presented on such documents. The Client warrants that the employees or other relevant persons have provided consent for the Client to process such Personal Data as a controller. In addition to the Personal Data contained in the documents, Envoice is also Processing Personal Data of the Clients and their representatives submitting the documents or other items to the system.|SmartExtract.| In this step, Envoice will use an algorithm to extract the relevant information from the items the Client or its representatives have submitted into the system. Envoice will have access to all the Personal Data shown on the documents. In case there are issues with the algorithm, Envoice will use the documents, which contain the Personal Data, to overlook the issues and improve the Services.|ExactExtract.| In this step, in addition to the activities of SmartExtract, a real person, i.e. employee of Envoice shall supervise the final decisions taken by the algorithm and verify whether the information extracted from the documents is accurate.|SmartRecord.| This is the step where the information extracted is given accounting meaning to. Envoice will access the Personal Data contained in the documents the Client has uploaded.|Approval Workflow.| This is the step where the designated users of the Client approve the previous steps and by approving forward the information, including the Personal Data, to secure storage.|Secure Storage.| This is where Envoice stores the Personal Data contained in the documents which the Client has uploaded or otherwise forwarded to Envoice. In Secure Storage, we Process the Personal Data in accordance with the guidelines provided by the Client as the controller. From Secure Storage the Personal Data is forwarded if applicable to the relevant accounting software. This is done only upon the exact orders of the Client.",PERSONAL_DATA_WE_COLLECT,,12. SPECIAL PROVISIONS FOR ENVOICE PRODUCTS,,,
doc3,"(56) [p] Here we set out the documents, through which you will be able to exercise your rights in the best way.
(57) [p] 13.1 The Privacy Policy of Envoice shall be implemented on the basis of the following documents, guidelines and procedures:
(58) [ol] Client Account, through which a Data Subject will be able to access his or her Personal Data held by Envoice, correct and change them, and exercise other rights deriving from law and this Privacy Policy;|Here you can find links to the following webpages |Your Online Choices|;| |About Ads|;| |Network Advertising| i.e. the platforms of controlling and monitoring of cookies and other web technologies, where Data Subjects themselves can change and control how their Personal Data are used and collected.|Server location. All the Personal Data shall be stored in Google provided servers are located within the European Union.",PERSONAL_DATA_RIGHTS,,"13. IMPORTANT DOCUMENTS, GUIDELINES and PROCEDURES",,,
doc3,"(59) [p] Here you can find our contact details.
(60) [ol] Regarding Personal Data issues, Envoice can be contacted via email |support@envoice.eu|.|The Data Protection Officer of Envoice can be contacted by email |dpo@envoice.eu|.",CONTACT,,14. CONTACT DETAILS AND INFORMATION,,,
doc3,"(61) [p] Here you can find information on the validity of and amendments to this Privacy Policy.
(62) [ol] Envoice will be entitled to unilaterally amend this Privacy Policy. Envoice shall inform Data Subjects about amendments on the Website of Envoice, by email or by other means.|The latest amendments and entry into force of the Privacy Policy:|Publication:| June 15, 2019|In force for Visitors and Clients:| June 15, 2019|Main modifications:| A new full version of the Privacy Policy.
",UPDATES_AND_NOTIFICATIONS,,15. OTHER TERMS AND CONDITIONS,,,
doc3,"Publication: June 15, 2019",LAST_UPDATED_DATE,,15. OTHER TERMS AND CONDITIONS,,,
doc4,"(2) Effective Date: February 20, 2018",LAST_UPDATED_DATE,Canvas Privacy Policy,"Canvas Solutions, Inc.",,,
doc4,"(3) Last Updated: April 24, 2020",LAST_UPDATED_DATE,Canvas Privacy Policy,"Canvas Solutions, Inc.",,,
doc4,"(4) Canvas Solutions, Inc., doing business as GoCanvas (collectively referred to herein as “GoCanvas”, “we”, “our” or “us”), recognizes the importance of protecting personal data we may collect from visitors and any other individual or entity (“Users”, “you”, or “your”) who visit our web sites. This Privacy Policy applies to data collection by GoCanvas and shall apply to your use of the website, www.gocanvas.com and other GoCanvas-related sites, applications, software, communications, capabilities and services (“Services”) accessible on or by any top-level GoCanvas domain owned by us (each, a “Site” and collectively the “Sites”), but excluding services that state that they are offered under a different privacy policy.
 (5) Our Privacy Policy explains: (1) what information we collect; (2) why we collect it; (3) how we use that information; (4) how we may share it; (5) the choices we offer, including how to access and update information; (6) and the measures we take to keep your information safe. Specifically, our Privacy Policy covers the following topics:
 (6) 1. When This Privacy Policy Applies
2. Terms of Service
3. Information We Collect
4. Information Collected Related to California Residents
5. How We Use Information We Collect
6. Sale of Personal Information
7. Our Legal Basis for Collecting Personal Data
8. Information We Share
9. Your Failure to Provide Personal Data
10. Our Retention of Your Personal Data
11. Your Rights and Choices
a. Rights Specific to Californians
b. Rights Specific to European Union Residents
12. Our Opt-in/Opt-out Policy
13. Your Ad Choices
14. Third Party Links
15. International Transfer
16. How We Protect Personal Data
17. Children
18. Direct Marketing and “Do Not Track” Signals
19. GoCanvas Partners
20. Changes to this Privacy Policy
21. How to Contact Us",UNKNOWN,Canvas Privacy Policy,"Canvas Solutions, Inc.",Introduction,,
doc4,"(7) Please familiarize yourself with our privacy practices and let us know if you have any questions. By using the Sites, you signify your acceptance of this Privacy Policy. If you do not agree to this Privacy Policy, please do not use the Sites.
 (8) Irrespective of which country you live in, you authorize us to transfer, store, and use your information in the United States, and any other country where we operate. In some of these countries, the privacy and data protection laws and rules regarding when government authorities may access data may vary from those in the country where you live. Learn more about our data transfer operations in the “International Transfer” section below. If you do not agree to the transfer, storage and use of your information in the United States, and any other country where we operate, please do not use the Sites or Services.
 (9) If you have any questions or comments about this Privacy Policy, please submit a request to privacy@gocanvas.com or visit the Customer Support System located here.",UNKNOWN,Canvas Privacy Policy,"Canvas Solutions, Inc.",Introduction,,
doc4,"
 (10) When this Privacy Policy Applies
 (11) Our Privacy Policy applies to all of the Services offered by GoCanvas and its affiliates, including some GoCanvas partners, and Services offered on other sites, but excludes services that have separate privacy policies that do not incorporate this Privacy Policy.
 (12) Our Privacy Policy does not apply to services offered by other companies or individuals, including products or sites that may be displayed to you, or other sites linked from our Services. Our Privacy Policy does not cover the information practices of other companies and organizations who advertise our Services, and who may use cookies, pixel tags and other technologies to serve and offer relevant ads.
",UNKNOWN,Canvas Privacy Policy,"Canvas Solutions, Inc.",Introduction,,
doc4," (13) Terms of Service
 (14) By accessing or using the Sites in any manner, you also agree to be bound by GoCanvas’ Terms of Service (the “Agreement”). Please read the Agreement carefully. If you do not accept all of the terms and conditions contained in or incorporated by reference into the Agreement, please do not use the Sites.
 ",UNKNOWN,,,,,
doc4,"(15) Information We Collect
 (16) We collect information, including personal data, to provide better services to all our Users. We use the term “Personal Data” to refer to any information that identifies or can be used to identify you. Common examples of Personal Data include: full name, email address, digital identity, such as a login name or handle, information about your device, and certain metadata.
 (17) “Sensitive Personal Data” refers to a smaller subset of Personal Data which is considered more sensitive to the individual, such as race and ethnic origin, political opinions, religious or philosophical beliefs, trade-union membership, genetic or biometric information, physical or mental health information, medical insurance data, or sexual orientation.
 (18) When you use our Services, we collect Personal Data in the following ways:
",PERSONAL_DATA_WE_COLLECT,,,,,
doc4," (19) 1.Information You Give to Us
 (20) As you evaluate whether GoCanvas is the right solution for your company, you may choose to provide us with Personal Data about yourself, including your name, company name, phone number, billing address, shipping address, payment card information, job title, industry, country of residence, and email address by completing forms on our website, such as when you request to schedule a demo. You may also choose to provide us with employment and education information when you apply for a job at GoCanvas via our Site.
 (21) In some instances, you may elect to provide us with location and address information. You may also provide us with Personal Data about yourself when you report a problem or have a question about our services.
",PERSONAL_DATA_WE_COLLECT,,,,,
doc4," (22) The Sites offer interactive and social features that permit you to submit content and communicate with us. You may provide Personal Data to us when you post information in these interactive and social features. Please note that your postings in some areas of the Sites may be publicly accessible or accessible to other Users.
 (23) 2.Information We Obtain from Your Use of Our Services
 (24) We collect certain information automatically, such as your operating system version, browser type, and internet service provider. We also collect information about your interaction with the Services, such as creating or logging into your account, or opening or interacting with the Services on Your mobile device. When you use our Site, we automatically collect and store this information in service logs. This includes: details of how you used our Site; Internet protocol address; cookies that uniquely identify your browser, the referring web page and pages visited. We may also collect and process information about your actual location. The information we collect automatically is statistical data and may or may not include Personal Data, but we may maintain it or associate it with Personal Data we collect in other ways or receive from third parties.
",PERSONAL_DATA_WE_COLLECT,,,,,
doc4," (25) 3.Cookies and Similar Technologies
 (26) We and our partners use various technologies to collect and store information when you visit one of our services, and this may include using cookies or similar technologies to identify your browser or device. We also use these technologies to collect and store information when you interact with services from our partners, such as advertising services. Our third party advertising and analytics partners include Google Analytics, Facebook Ads and similar partners.
 (27) The technologies we use for this automatic data collection may include:
Cookies. A cookie is a small file placed on the hard drive of your computer. You may refuse to accept browser cookies by activating the appropriate setting on your browser. However, if you select this setting you may be unable to access certain parts of our services. Unless you have adjusted your browser setting so that it will refuse cookies, our system will issue cookies when you direct your browser to our services. For more information about our use of cookies, including details on how to opt-out of certain cookies, please see our Cookie Policy.",COOKIES_AND_TRACKING_TECHNOLOGY,,,,,
doc4," (28) Web Beacons. Pages of our services or our e-mails may contain small electronic files known as web beacons (also referred to as clear gifs, pixel tags and single-pixel gifs) that permit us, for example, to count Users who have visited those pages or opened an e-mail and for other related website statistics (for example, recording the popularity of certain website content and verifying system and server integrity).
 (29) Clickstream Data. Clickstream data is information collected by our computers when you request Web pages from the Sites. Clickstream data may include information such as the page served, the time spent viewing the page, source of the request, type of browser making the request, the preceding page viewed and similar information. Clickstream data permits us to analyze how visitors arrive at the Sites, what type of content is popular, what type of visitors in the aggregate are interested in particular kinds of content on the Sites.
",COOKIES_AND_TRACKING_TECHNOLOGY,,,,,
doc4," (30) Information Collected Related to California Residents
 (31) During the last twelve (12) months, we have collected the following categories of personal information from consumers.
 (32) We obtain the categories of Personal Information listed above from the following categories of sources:
 (33) 
|Directly from our customers or their agents. For example, from information that customers input into our mobile app.|
|Indirectly from our customers or their agents. For example, through information we collect from our clients in the course of providing Services to them.|
|Directly and indirectly from activity on our website (www.gocanvas.com). For example, from website usage details that are collected automatically. In addition, like many companies, we use “cookies” which are small text files a website can use to recognize repeat users, facilitate the user’s ongoing access to and use of the site and to track usage behavior of, for example, the webpages you visit.|
|From social media websites, such as Facebook, Twitter, and LinkedIn.|
|From third parties that assist us in providing certain transactions and services (e.g. payment processing, hosting), even though it appears that you may not have left our Site.|",JURISDICTION,,,,,
doc4,"(34)  How We Use Information We Collect
 (35)  We use your Personal Data in ways that are compatible with the purposes for which it was collected or authorized by you, including for the following purposes:
 (36) 
|To present, operate or improve the Site and Services, including analysis of Site activity;|
|To inform you about Services and products available from GoCanvas;|
|To authorize access to our Sites and Services;|",PERSONAL_DATA_USES,,,,,
doc4,"|To provide, maintain, administer or expand the Services, performing business analyses, or for other internal purposes to support, improve or enhance our business, the Services, and other products and services we offer;|
|To offer and administer programs;|
|To customize or tailor your experience of the Services;|
|To administer content, promotion, sweepstakes, surveys, voting polls or other Site features;|
|To communicate about, and administer your participation in, special programs, surveys, contests, online campaigns, online programs, sweepstakes, and other offers or promotions, and to deliver pertinent emails;|",PERSONAL_DATA_USES,,,,,
doc4,"|To send you marketing information and other non-transactional communications via email, telephone calls, SMS, or push notifications about us as necessary for our legitimate interest in conducting director marketing or to the extent that you have provided prior consent;|
|With your consent as required by applicable law, we may send marketing and/or service-related text messages to your mobile device. You may opt out of receiving these messages by following the prompt in an individual message or updating your “Notifications” preferences under the website settings or the mobile application settings that control push notifications.|
|To improve our Site and Services;|
|To secure our Services, including to authenticate Users;|
|To use statistical information that we collect in any way permitted by law, including from third parties in connection with their commercial and marketing efforts;|
|To respond to and support Users regarding their use of the Sites and Services;|",PERSONAL_DATA_USES,,,,,
doc4,"|To comply with all applicable legal requirements;|
|To enforce our Terms of Use and other agreements;|
|To perform data analysis and testing;|
|To investigate possible fraud or other violations of our Terms of Use or this Privacy Policy and/or attempts to harm our Users;|
|To resolve disputes;|
|To otherwise fulfill the purpose for which the information was provided.|",PERSONAL_DATA_USES,,,,,
doc4," (37) We use the information we collect from our Sites to provide, maintain, and improve them, to develop new services, and to protect our company and our Users.
 (38) We use information collected from cookies and other technologies, to improve your User experience and the overall quality of our services. We may use your Personal Data to see which web pages you visit at our Site, which web site you visited before coming to our Site, and where you go after you leave our Site. We can then develop statistics that help us understand how our visitors use our Site and how to improve it.  We may also use the information we obtain about you in other ways for which we provide specific notice at the time of collection.
 (39) We will ask for your consent before using information for a purpose other than those set out in this Privacy Policy.
",PERSONAL_DATA_USES,,,,,
doc4,"(40) Sale of Personal Information
 
(41) In the preceding twelve (12) months, we have not sold any Personal Information.
 ",UNKNOWN,,,,,
doc4," (42) Our Legal Basis for Collecting Personal Data
 (43)  Whenever we collect Personal Data from you, we may do so on the following legal bases:
 (44) 
|Your consent to such collection and use;|
|Out of necessity for the performance of an agreement between us and you, such as your agreement to use our Services or your request for Services;|
|Our legitimate business interest, including but not limited to the following circumstances where collecting or using Personal Data is necessary for:|",UNKNOWN,,,,,
doc4,"(45) 
|Intra-organization transfers for administrative purposes;|
|Product development and enhancement, where the processing enables GoCanvas to enhance, modify, personalize, or otherwise improve our services and communications for the benefit of our Users, and to better understand how people interact with our Sites;|
|Communications and marketing, including processing data for direct marketing purposes, and subject to your opt-in for these purposes, and to determine the effectiveness of our promotional campaigns and advertising;|
|Fraud detection and prevention;|
|Enhancement of our cybersecurity, including improving the security of our network and information systems; and|
|General business operations and diligence;|

 (46) Provided that, in each circumstance, we will weigh the necessity of our processing for the purpose against your privacy and confidentiality interests, including taking into account your reasonable expectations, the impact of processing, and any safeguards which are or could be put in place. In all circumstances, we will limit such processing for our legitimate business interest to what is necessary for its purposes.
",UNKNOWN,,,,,
doc4," (47) Information We Share
 (48)  We do not share personal data with companies, organizations and individuals outside of GoCanvas unless one of the following circumstances applies:
 (49) 
|With your consent. |We will share Personal Data with companies, organizations or individuals outside of GoCanvas when we have your consent to do so.|
|Business Accounts. |Your employer or your organization may offer you access to our Services. We will share Personal Data with your employer or organization. Your employer or organization can review and manage your use of such Services.|
|For external processing. |We provide personal information to our affiliates or other trusted businesses or partners to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures. These third parties include marketing partners, third party hosted services providers, and similar partners. It is our policy to only share Personal Data with contractors, service providers and other third parties who are bound by contractual obligations to keep Personal Data confidential and use it only for the purposes for which we disclose it to them. Under certain circumstances, you may avoid having us share your information with our business partners and vendors by not granting us permission to share your information.  Not granting us permission to share your information with our business partners or vendors may limit your access to their services through the Sites.|
|For Legal Reasons.| We will share Personal Data with companies, organizations or individuals outside of GoCanvas if we have a good-faith belief that access, use, preservation or disclosure of the information is reasonably necessary to:
|
|meet any applicable law, regulation, legal process or enforceable governmental request.|
|enforce applicable Terms of Use, including investigation of potential violations.|
|detect, prevent, or otherwise address fraud, security or technical issues.|
|protect against harm to the rights, property or safety of GoCanvas, our Users or the public as required or permitted by law.|
|
|",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4,"(50) We attempt to notify Users about legal demands for their Personal Data when appropriate in our judgment, unless prohibited by law or court order or when the request is an emergency. We may dispute such demands when we believe, in our discretion, that the requests are overbroad, vague or lack proper authority, but we do not promise to challenge every demand.
 (51) 
|Business Transfers|. If we establish a new related entity, are acquired by or merged with another organization, or if substantially all of our assets are transferred to another organization, Personal Data about our Users is often a transferred business asset. In the event that GoCanvas itself or substantially all of our assets are acquired, Personal Data about our Users may be one of the transferred assets.|
|Non-Personal and Aggregate Site Use Information.| GoCanvas may compile and share your information in aggregated form (i.e., in a manner that would not personally identify you) or in de-identified form so that it cannot reasonably be used to identify an individual (“De-Identified Information”). We may disclose such de-identified information publicly and to third parties, or to GoCanvas Partners under agreement with us.|",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4,"(52) In the preceding twelve (12) months, we have disclosed the following categories of Personal Information for one or more business purposes:
 (53) 
|Identifiers;|
|California Customer Records Personal Information categories;|
|Protected classification characteristics under California or federal law;|
|Commercial information;|
|Internet or other network activity information;|
|Professional or employment-related information;|
|Inferences drawn from other personal information.|",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4," (54) We disclose your Personal Information for a business purpose to the following categories of third parties:
 (55) 
|Our affiliates;|
|Third parties to whom you or your agents authorize us to disclose your Personal Information in connection with the Services we provide to you.|
|Service providers and other third parties we use to support our business, including without limitation those performing core services (such as credit card processing, customer support services, customer relationship management, accounting, auditing, advertising and marketing, analytics, email and mailing services, data storage, and security) related to the operation of our business and/or the Services.|
|Commercial providers;|
|Enterprise accounts, such as your employer.|
",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4," (56) We may disclose your Personal Information for legal reasons. Specifically, we will share Personal Information with companies, organizations or individuals outside of GoCanvas if we have a good-faith belief that access, use, preservation or disclosure of the information is reasonably necessary to:
 (57) 
|Fufill any purpose for which you provide it;|
|Meet any applicable law, regulation, legal process or enforceable governmental request;|
|Enforce applicable Terms of Use, including investigation of potential violations;|
|Detect, prevent, or otherwise address fraud, security or technical issues;|
|Protect against harm to the rights, property, assets or safety of GoCanvas, our customers or the public,  content found on the Services, or to protect the Services from unauthorized use or misuse, as required or permitted by law;|
|Facilitate a business transfer, such as to a buyer or other successor in the event of merger, acquisition, consolidation, divestiture, change in control, dissolution or other sale or transfer of some or all of GoCanvas’s assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which Personal Information held by GoCanvas about its customers and users will be among the assets to be transferred, and any such successor may use your information for the same purposes set forth in the Privacy Policy.|
|For any other purpose disclosed when you provide the information; and,|
|When we obtain your consent to do so.|",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4,"(58) We attempt to notify you about legal demands for your Personal Information when appropriate in our judgment, unless prohibited by law or court order or when the request is an emergency. We may dispute such demands when we believe, in our discretion, that the requests are overbroad, vague or lack proper authority, but we do not promise to challenge every demand.",THIRDPARTY_INFORMATION_SHARING,,,,,
doc4,"(59)  Your Failure to Provide Personal Data
 (60)  Your provision of Personal Data is required in order to use certain parts of our services and our programs.  If you fail to provide such Personal Data, you may not be able to access and use our Services and/or our programs, or parts of our Services and/or our programs.",PERSONAL_DATA_USES,,,,,
doc4,"  (61) Our Retention of Your Personal Data
 (62)  We may retain your Personal Data for a period of time consistent with the original purpose for collection.  For example, we keep your Personal Data for no longer than reasonably necessary for your use of our programs and Services and for a reasonable period of time afterward. We also may retain your Personal Data during the period of time needed for us to pursue our legitimate business interests, conduct audits, comply with our legal obligations, resolve disputes and enforce our agreements.
 (63) We retain your Personal Data even after your business relationship with us ends if reasonably necessary to comply with our legal obligations (including law enforcement requests), meet regulatory requirements, resolve disputes, maintain security, prevent fraud and abuse, enforce our Terms of Use, or fulfill your request to “unsubscribe” from further messages from us.
",UNKNOWN,,,,,
doc4,"(64) Your Privacy Rights and Choices 
 (65)  You may have certain rights relating to your Personal Information, subject to local data protection law. Whenever you use our Services, we aim to provide you with choices about how we use your Personal Data. We also aim to provide you with access to your Personal Data. If that information is wrong, we strive to give you ways to update it quickly or to delete it – unless we have to keep that information for legitimate business or legal purposes. Subject to applicable law, you may obtain a copy of personal information we maintain about you or you may update or correct inaccuracies in that information by contacting us. To help protect your privacy and maintain security, we will take steps to verify your identity before granting you access to the information. In addition, if you believe that personal information we maintain about you is inaccurate, subject to applicable law, you may have the right to request that we correct or amend the information by contacting us as indicated in the How to Contact Us section below.
",PERSONAL_DATA_RIGHTS,,,,,
doc4,"(66) 
|Privacy Rights Specific to Californians|

 (67)  Under the California Consumer Privacy Act, California residents have specific rights regarding their personal information. This section describes Californians’ rights and explains how California residents can exercise those rights.
 (68) Below we further outline specific rights which California residents may have under the California Consumer Privacy Act.",JURISDICTION,,,,,
doc4,"(69) 
|Right to Access Your Data|. |You have the right to request that we disclose certain information to you about our collection, use and disclosure of your Personal Information over the past twelve (12) months. Any disclosures we provide will only cover the 12-month period preceding the receipt of your request.  The response we provide will also explain the reasons we cannot comply with a request, if applicable.|
|Right to Data Portability. You have the right to a “portable” copy of your Personal Information that you have submitted to us.  Generally, this means you have a right to request that we move, copy or transmit your Personal Information stored on our servers or information technology environment to another service provider’s servers or information technology environment.|
|Right to Delete Your Data. You have the right to request that we delete any of your Personal Information that we collected from you and retained, subject to certain exceptions. Once we receive and confirm your verifiable consumer request, we will delete (and direct our service providers to delete) your Personal Information from our records, unless an exception applies.|
|Right to Non-Discrimination for the Exercise of Your Privacy Rights. You have the right not to receive discriminatory treatment by us for exercising your privacy rights conferred by the California Consumer Privacy Act.|",PERSONAL_DATA_RIGHTS,,,,,
doc4,"(70) 
|Exercising Your Rights|

 (71) If you are a California resident who chooses to exercise your rights, you can:
 (72) 
|Submit a request via email to |privacy@gocanvas.com| [or via the online portal], or|
|Call 1-866-242-9334 and select option 7 to submit your request.|

 (73) You may also designate an agent to exercise your privacy rights on your behalf. In order to designate an authorized agent to make a request on your behalf, you must provide a valid power of attorney, the requester’s valid government-issued identification, and the authorized agent’s valid government issued identification. ",PERSONAL_DATA_RIGHTS,,,,,
doc4,"(74) 
|Our Response to Your Request|
 (75) Upon receiving your request, we will confirm receipt of your request by [sending you an email/confirming receipt via our online portal/sending a message to your online account]. To help protect your privacy and maintain security, we may take steps to verify your identity before granting you access to the information. In some instances, such as a request to delete personal information, we may first separately confirm that you would like for us to in fact delete your personal information before acting on your request.
 (76) We will respond to your request within forty-five (45) days. If we require more time, we will inform you of the reason and extension period in writing.  If you have an account with us, we will deliver our written response to that account. If you do not have an account with us, we will deliver our written response by mail or electronically, at your option.
 (77)  In some cases our ability to uphold these rights for you may depend upon our obligations to process Personal Information for security, safety, fraud prevention reasons, compliance with regulatory or legal requirements, listed below, or because processing is necessary to deliver the services you have requested. Where this is the case, we will inform you of specific details in response to your request.",PERSONAL_DATA_RIGHTS,,,,,
doc4,"
  (78) We may deny your deletion request if retaining the information is necessary for us or our service providers to:
 (79) 
|Complete the transaction for which we collected the Personal Information, provide a good or service that you requested, take actions reasonably anticipated within the context of our ongoing business relationship with you, or otherwise perform our contract with you;|
|Detect security incidents, protect against malicious, deceptive, fraudulent, or illegal activity, or prosecute those responsible for such activities;|
|Debug products to identify and repair errors that impair existing intended functionality;|
|Exercise free speech, ensure the right of another consumer to exercise their free speech rights, or exercise another right provided for by law;|
|Comply with the California Electronic Communications Privacy Act (Cal. Penal Code § 1546 |seq.|);|
|Engage in public or peer-reviewed scientific, historical, or statistical research in the public interest that adheres to all other applicable ethics and privacy laws, when the information’s deletion may likely render impossible or seriously impair the research’s achievement, if you previously provided informed consent;|
|Enable solely internal uses that are reasonably aligned with consumer expectations based on your relationship with us;|
|Comply with a legal obligation; or|
|Make other internal and lawful uses of that information that are compatible with the context in which you provided it.|
",PERSONAL_DATA_RIGHTS,,,,,
